agency,date,time,event_num,incident_num,nature_code,Nature_Description,beat_zone,event_source,disposition_code,Hour,Year,Num,NumDay,NumMonth,YearMon,Location,NatureMajor
SRP,06/27/2017 12:00:00 AM,1538,171780256,,1066,SUSPICIOUS PERSON,3,PHONE,HRI,15,2017,1,2 Tue,,2017_06,"(38.466121648698206, -122.75193974439614)",SUSPICIOUS PERSON
SRP,07/19/2017 12:00:00 AM,1406,172000224,,415U,DISTURBANCE UNWANTED GUEST,5,PHONE,HRI,14,2017,1,3 Wed,,2017_07,"(38.432067967683366, -122.74227795017771)",DISTURBANCE UNWANTED GUEST
SRP,07/31/2017 12:00:00 AM,2027,172120374,,CO,COUNTY / CITY ORDINANCE,1,PHONE,HRI,20,2017,1,1 Mon,,2017_07,"(38.46622795230087, -122.73021983106179)",COUNTY / CITY ORDINANCE
SRP,07/17/2017 12:00:00 AM,1110,171980167,170009273,1066,SUSPICIOUS PERSON,5,PHONE,HRI,11,2017,1,1 Mon,,2017_07,"(38.427545864573815, -122.74091147286626)",SUSPICIOUS PERSON
SRP,04/03/2017 12:00:00 AM,2350,170930366,,1017,SECURITYCHECK,,OFFICER,HRI,23,2017,1,1 Mon,,2017_04,"(38.43097616245539, -122.73264202139744)",SECURITYCHECK
SRP,04/14/2017 12:00:00 AM,0738,171040059,,CO,COUNTY / CITY ORDINANCE,2,PHONE,HRI,7,2017,1,5 Fri,,2017_04,"(38.461031982402886, -122.72463821266798)",COUNTY / CITY ORDINANCE
SRP,11/27/2016 12:00:00 AM,1239,163320122,,MD,MAN DOWN,9,PHONE,HRI,12,2016,1,0 Sun,,2016_11,"(38.43485962295785, -122.7189895299956)",MAN DOWN
SRP,02/12/2017 12:00:00 AM,2008,170430246,,UNWANTED,UNWANTED GUEST,2,PHONE,HRI,20,2017,1,0 Sun,,2017_02,"(38.460062576716545, -122.71849226735549)",UNWANTED GUEST
SRP,11/11/2016 12:00:00 AM,1026,163160151,,FD,FLAGGED DOWN BY CITIZEN,2,OFFICER,HRI,10,2016,1,5 Fri,,2016_11,"(38.463474820670896, -122.71732863652257)",OTHER
SRP,07/22/2017 12:00:00 AM,2050,172030319,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,20,2017,1,6 Sat,,2017_07,"(38.4429515082994, -122.71774763800917)",COUNTY / CITY ORDINANCE
SRP,07/22/2017 12:00:00 AM,2232,172030358,,415U,DISTURBANCE UNWANTED GUEST,9,PHONE,HRI,22,2017,1,6 Sat,,2017_07,"(38.443629765807856, -122.70750667450866)",DISTURBANCE UNWANTED GUEST
SRP,02/18/2017 12:00:00 AM,1619,170490209,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,16,2017,1,6 Sat,,2017_02,"(38.44080475125462, -122.71410545783891)",UNWANTED GUEST
SRP,02/03/2017 12:00:00 AM,0819,170340068,,1066,SUSPICIOUS PERSON,4,PHONE,HRI,8,2017,1,5 Fri,,2017_02,"(38.45617144873282, -122.69515676443869)",SUSPICIOUS PERSON
SRP,01/14/2017 12:00:00 AM,1159,170140120,,OWS,OUT WITH SUBJECT,5,OFFICER,HRI,11,2017,1,6 Sat,,2017_01,"(38.42740650676931, -122.74037593733082)",OUT WITH SUBJECT
SRP,05/25/2017 12:00:00 AM,1609,171450286,,FD,FLAGGED DOWN BY CITIZEN,9,OFFICER,HRI,16,2017,1,4 Thu,,2017_05,"(38.43870389884352, -122.71368994743042)",OTHER
SRP,02/02/2017 12:00:00 AM,0749,170330055,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,7,2017,1,4 Thu,,2017_02,"(38.4413634231099, -122.71078716499751)",COUNTY / CITY ORDINANCE
SRP,05/12/2017 12:00:00 AM,1906,171320350,170006301,415,DISTURBANCE,9,PHONE,HRI,19,2017,1,5 Fri,,2017_05,"(38.438095534930035, -122.7214485395436)",DISTURBANCE
SRP,04/28/2017 12:00:00 AM,0759,171180076,,SLEEPER,SUBJ SLEEPING,2,PHONE,HRI,7,2017,1,5 Fri,,2017_04,"(38.46082272093035, -122.71680259605651)",SUBJ SLEEPING
SRP,06/29/2017 12:00:00 AM,1903,171800328,170008508,211R,ROBBERY REPORT,9,PHONE,HRI,19,2017,1,4 Thu,,2017_06,"(38.440979263191664, -122.7125255761579)",OTHER
SRP,05/22/2017 12:00:00 AM,1319,171420178,170006720,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,13,2017,1,1 Mon,,2017_05,"(38.46096379697441, -122.7245641802126)",OUT WITH SUBJECT
SRP,07/25/2017 12:00:00 AM,1710,172060367,,FD,FLAGGED DOWN BY CITIZEN,1,OFFICER,HRI,17,2017,1,2 Tue,,2017_07,"(38.45712578193403, -122.73140148356234)",OTHER
SRP,11/18/2016 12:00:00 AM,1303,163230179,160015640,CO,COUNTY / CITY ORDINANCE,5,PHONE,HRI,13,2016,1,5 Fri,,2016_11,"(38.441620865551656, -122.75798761071708)",COUNTY / CITY ORDINANCE
SRP,08/10/2017 12:00:00 AM,0002,172220001,,1017,SECURITYCHECK,1,OFFICER,HRI,0,2017,1,4 Thu,,2017_08,"(38.48081416114535, -122.7376456892616)",SECURITYCHECK
SRP,07/24/2017 12:00:00 AM,1551,172050311,170009606,602,TRESPASS,9,PHONE,HRI,15,2017,1,1 Mon,,2017_07,"(38.439626872911305, -122.71585683696057)",OTHER
SRP,02/13/2017 12:00:00 AM,0417,170440023,,415,DISTURBANCE,9,PHONE,HRI,4,2017,1,1 Mon,,2017_02,"(38.44546381864081, -122.72219681163942)",DISTURBANCE
SRP,02/14/2017 12:00:00 AM,1804,170450327,,1066,SUSPICIOUS PERSON,4,PHONE,HRI,18,2017,1,2 Tue,,2017_02,"(38.46561793049751, -122.65174087147876)",SUSPICIOUS PERSON
SRP,03/06/2017 12:00:00 AM,0725,170650040,,MD,MAN DOWN,9,PHONE,HRI,7,2017,1,1 Mon,,2017_03,"(38.442389886215146, -122.72457838983941)",MAN DOWN
SRP,06/20/2017 12:00:00 AM,1227,171710249,,CO,COUNTY / CITY ORDINANCE,5,PHONE,HRI,12,2017,1,2 Tue,,2017_06,"(38.43837569786386, -122.75664045492796)",COUNTY / CITY ORDINANCE
SRP,08/04/2017 12:00:00 AM,0805,172160097,,1017,SECURITYCHECK,1,OFFICER,HRI,8,2017,1,5 Fri,,2017_08,"(38.4713931238276, -122.73022372352303)",SECURITYCHECK
SRP,08/13/2017 12:00:00 AM,0728,172250069,,415,DISTURBANCE,8,PHONE,HRI,7,2017,1,0 Sun,,2017_08,"(38.43047946450742, -122.71016228371643)",DISTURBANCE
SRP,03/05/2017 12:00:00 AM,1153,170640119,,CO,COUNTY / CITY ORDINANCE,2,PHONE,HRI,11,2017,1,0 Sun,,2017_03,"(38.46296072172993, -122.7244691771542)",COUNTY / CITY ORDINANCE
SRP,07/29/2017 12:00:00 AM,1216,172100147,,415,DISTURBANCE,9,PHONE,HRI,12,2017,1,6 Sat,,2017_07,"(38.435867082851374, -122.71550148350889)",DISTURBANCE
SRP,01/23/2017 12:00:00 AM,2249,170230399,,1154,SUSPICIOUS VEHICLE,1,OFFICER,HRI,22,2017,1,1 Mon,,2017_01,"(38.45918599153348, -122.73085331991605)",SUSPICIOUS VEHICLE
SRP,07/05/2017 12:00:00 AM,2248,171860404,,415,DISTURBANCE,9,PHONE,HRI,22,2017,1,3 Wed,,2017_07,"(38.43875860316739, -122.72168216948393)",DISTURBANCE
SRP,08/10/2017 12:00:00 AM,0945,172220117,,CO,COUNTY / CITY ORDINANCE,5,PHONE,HRI,9,2017,1,4 Thu,,2017_08,"(38.434493087984926, -122.74306769323636)",COUNTY / CITY ORDINANCE
SRP,08/06/2017 12:00:00 AM,1459,172180160,,OWS,OUT WITH SUBJECT,8,OFFICER,HRI,14,2017,1,0 Sun,,2017_08,"(38.419907811376845, -122.71144296922358)",OUT WITH SUBJECT
SRP,12/29/2016 12:00:00 AM,0807,163640051,,OWS,OUT WITH SUBJECT,5,OFFICER,HRI,8,2016,1,4 Thu,,2016_12,"(38.42901374909752, -122.74110123042435)",OUT WITH SUBJECT
SRP,12/23/2016 12:00:00 AM,1147,163580119,,459A,BURGLARY AUTO REPORT,9,OFFICER,HRI,11,2016,1,5 Fri,,2016_12,"(38.44435950080061, -122.71785954321061)",OTHER
SRP,03/19/2017 12:00:00 AM,1555,170780181,,415N,DISTURBANCE NOISE GENERAL,2,PHONE,HRI,15,2017,1,0 Sun,,2017_03,"(38.462806346607216, -122.71619384337235)",OTHER
SRP,04/25/2017 12:00:00 AM,1413,171150270,170005448,OWS,OUT WITH SUBJECT,5,OFFICER,HRI,14,2017,1,2 Tue,,2017_04,"(38.43145104239834, -122.74384248962014)",OUT WITH SUBJECT
SRP,04/13/2017 12:00:00 AM,0725,171030056,,SLEEPER,SUBJ SLEEPING,1,PHONE,HRI,7,2017,1,4 Thu,,2017_04,"(38.46559289170372, -122.72859624169703)",SUBJ SLEEPING
SRP,02/19/2017 12:00:00 AM,0725,170500073,,1017,SECURITYCHECK,1,OFFICER,HRI,7,2017,1,0 Sun,,2017_02,"(38.45918599153348, -122.73085331991605)",SECURITYCHECK
SRP,03/05/2017 12:00:00 AM,0957,170640097,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,9,2017,1,0 Sun,,2017_03,"(38.43972095592681, -122.71971925262682)",OUT WITH SUBJECT
SRP,04/19/2017 12:00:00 AM,2331,171090397,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,23,2017,1,3 Wed,,2017_04,"(38.45953938590472, -122.72706772590558)",UNWANTED GUEST
SRP,07/26/2017 12:00:00 AM,1607,172070296,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,16,2017,1,3 Wed,,2017_07,"(38.43766415020484, -122.71972996353095)",SUSPICIOUS PERSON
SRP,11/20/2016 12:00:00 AM,1322,163250123,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,13,2016,1,0 Sun,,2016_11,"(38.43703213952504, -122.72638142604674)",COUNTY / CITY ORDINANCE
SRP,01/23/2017 12:00:00 AM,2052,170230361,,OWS,OUT WITH SUBJECT,6,OFFICER,HRI,20,2017,1,1 Mon,,2017_01,"(38.45171840588478, -122.66846977768483)",OUT WITH SUBJECT
SRP,01/01/2017 12:00:00 AM,0111,170010032,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,1,2017,1,0 Sun,,2017_01,"(38.43331562957648, -122.7137967382558)",OUT WITH SUBJECT
SRP,08/10/2017 12:00:00 AM,1450,172220270,,CTW,CHECK THE WELFARE,9,PHONE,HRI,14,2017,1,4 Thu,,2017_08,"(38.436533010511276, -122.72846062018353)",CHECK THE WELFARE
SRP,05/19/2017 12:00:00 AM,1237,171390182,,CO,COUNTY / CITY ORDINANCE,8,PHONE,HRI,12,2017,1,5 Fri,,2017_05,"(38.402446231897734, -122.71409928734157)",COUNTY / CITY ORDINANCE
SRP,02/17/2017 12:00:00 AM,0230,170480041,,MD,MAN DOWN,9,PHONE,HRI,2,2017,1,5 Fri,,2017_02,"(38.4372876670504, -122.70642793985779)",MAN DOWN
SRP,11/29/2016 12:00:00 AM,1139,163340173,,1017,SECURITYCHECK,1,OFFICER,HRI,11,2016,1,2 Tue,,2016_11,"(38.4602515631066, -122.7308327874093)",SECURITYCHECK
SRP,04/12/2017 12:00:00 AM,1236,171020172,170004827,1066,SUSPICIOUS PERSON,9,PHONE,HRI,12,2017,1,3 Wed,,2017_04,"(38.43429552627266, -122.71475261712584)",SUSPICIOUS PERSON
SRP,06/01/2017 12:00:00 AM,1931,171520396,170007208,211,ROBBERY,5,PHONE,HRI,19,2017,1,4 Thu,,2017_06,"(38.43379643373093, -122.74464541291131)",OTHER
SRP,07/23/2017 12:00:00 AM,2347,172040308,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,23,2017,1,0 Sun,,2017_07,"(38.46015936570417, -122.72760138500152)",OUT WITH SUBJECT
SRP,03/22/2017 12:00:00 AM,0734,170810039,,SLEEPER,SUBJ SLEEPING,9,PHONE,HRI,7,2017,1,3 Wed,,2017_03,"(38.435213716743945, -122.7136969931988)",SUBJ SLEEPING
SRP,02/16/2017 12:00:00 AM,1207,170470175,,UNWANTED,UNWANTED GUEST,5,PHONE,HRI,12,2017,1,4 Thu,,2017_02,"(38.42901374909752, -122.74110123042435)",UNWANTED GUEST
SRP,05/26/2017 12:00:00 AM,1255,171460238,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,12,2017,1,5 Fri,,2017_05,"(38.43772957996373, -122.72112713835271)",SUSPICIOUS PERSON
SRP,03/03/2017 12:00:00 AM,1307,170620263,,CO,COUNTY / CITY ORDINANCE,1,PHONE,HRI,13,2017,1,5 Fri,,2017_03,"(38.47685422291844, -122.73811131477582)",COUNTY / CITY ORDINANCE
SRP,07/28/2017 12:00:00 AM,0033,172090011,,1017,SECURITYCHECK,1,OFFICER,HRI,0,2017,1,5 Fri,,2017_07,"(38.47685424173684, -122.73767815725306)",SECURITYCHECK
SRP,08/15/2017 12:00:00 AM,0726,172270050,,AASR,AGENCY ASSIST - BY SANTA ROSA PD,3,PHONE,HRI,7,2017,1,2 Tue,,2017_08,"(38.45062362394142, -122.75104336823613)",OTHER
SRP,02/12/2017 12:00:00 AM,0658,170430053,,10851R,STOLEN VEHICLE RPT,9,PHONE,HRI,6,2017,1,0 Sun,,2017_02,"(38.44341398459733, -122.72460273856689)",OTHER
SRP,06/12/2017 12:00:00 AM,1447,171630184,,INFO,INFORMATION,4,PHONE,HRI,14,2017,1,1 Mon,,2017_06,"(38.450946442545444, -122.6913975112546)",OTHER
SRP,11/18/2016 12:00:00 AM,0005,163230002,,415U,DISTURBANCE UNWANTED GUEST,1,PHONE,HRI,0,2016,1,5 Fri,,2016_11,"(38.47577258158615, -122.73332150464041)",DISTURBANCE UNWANTED GUEST
SRP,01/28/2017 12:00:00 AM,0203,170280039,,415U,DISTURBANCE UNWANTED GUEST,5,PHONE,HRI,2,2017,1,6 Sat,,2017_01,"(38.42728268671444, -122.74340814830671)",DISTURBANCE UNWANTED GUEST
SRP,01/29/2017 12:00:00 AM,1118,170290101,,CTW,CHECK THE WELFARE,6,PHONE,HRI,11,2017,1,0 Sun,,2017_01,"(38.457295611320966, -122.67128779867632)",CHECK THE WELFARE
SRP,05/29/2017 12:00:00 AM,1617,171490151,170007044,AASR,AGENCY ASSIST - BY SANTA ROSA PD,3,PHONE,HRI,16,2017,1,1 Mon,,2017_05,"(38.45087279471205, -122.74606647937082)",OTHER
SRP,02/08/2017 12:00:00 AM,1839,170390282,,415U,DISTURBANCE UNWANTED GUEST,9,PHONE,HRI,18,2017,1,3 Wed,,2017_02,"(38.438992977930646, -122.72152742512316)",DISTURBANCE UNWANTED GUEST
SRP,05/27/2017 12:00:00 AM,1039,171470137,,1066,SUSPICIOUS PERSON,1,PHONE,HRI,10,2017,1,6 Sat,,2017_05,"(38.459904460097526, -122.7283985433917)",SUSPICIOUS PERSON
SRP,07/03/2017 12:00:00 AM,1504,171840231,,FPROP,FOUND PROPERTY,2,PHONE,HRI,15,2017,1,1 Mon,,2017_07,"(38.46461951234814, -122.72531025148614)",OTHER
SRP,06/15/2017 12:00:00 AM,1325,171660253,,UNWANTED,UNWANTED GUEST,6,PHONE,HRI,13,2017,1,4 Thu,,2017_06,"(38.45902241843056, -122.67230282358568)",UNWANTED GUEST
SRP,04/28/2017 12:00:00 AM,1007,171180147,,1017,SECURITYCHECK,7,OFFICER,HRI,10,2017,1,5 Fri,,2017_04,"(38.41439238035033, -122.72054624013096)",SECURITYCHECK
SRP,06/05/2017 12:00:00 AM,1136,171560145,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,11,2017,1,1 Mon,,2017_06,"(38.46413797432909, -122.72765237846026)",UNWANTED GUEST
SRP,02/07/2017 12:00:00 AM,1418,170380240,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,14,2017,1,2 Tue,,2017_02,"(38.4416768369733, -122.71206467208616)",OUT WITH SUBJECT
SRP,01/24/2017 12:00:00 AM,0743,170240061,,488JO,PETTY THEFT JUST OCCURRED,2,PHONE,HRI,7,2017,1,2 Tue,,2017_01,"(38.453159789598885, -122.71706795165935)",OTHER
SRP,01/29/2017 12:00:00 AM,0903,170290068,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,9,2017,1,0 Sun,,2017_01,"(38.435213716743945, -122.7136969931988)",COUNTY / CITY ORDINANCE
SRP,03/31/2017 12:00:00 AM,2037,170900317,,CO,COUNTY / CITY ORDINANCE,7,PHONE,HRI,20,2017,1,5 Fri,,2017_03,"(38.42673753171553, -122.74064128813578)",COUNTY / CITY ORDINANCE
SRP,07/11/2017 12:00:00 AM,1333,171920265,,1125,TRAFFIC HAZARD,1,PHONE,HRI,13,2017,1,2 Tue,,2017_07,"(38.479499417673836, -122.73884430086008)",OTHER
SRP,07/11/2017 12:00:00 AM,0600,171920063,,415U,DISTURBANCE UNWANTED GUEST,5,PHONE,HRI,6,2017,1,2 Tue,,2017_07,"(38.444550377239935, -122.75847608466219)",DISTURBANCE UNWANTED GUEST
SRP,12/27/2016 12:00:00 AM,1137,163620128,,CO,COUNTY / CITY ORDINANCE,7,PHONE,HRI,11,2016,1,2 Tue,,2016_12,"(38.413733053409146, -122.74695982187765)",COUNTY / CITY ORDINANCE
SRP,08/06/2017 12:00:00 AM,0728,172180053,,1066,SUSPICIOUS PERSON,6,PHONE,HRI,7,2017,1,0 Sun,,2017_08,"(38.442975405613396, -122.6867045893385)",SUSPICIOUS PERSON
SRP,06/28/2017 12:00:00 AM,1231,171790157,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,12,2017,1,3 Wed,,2017_06,"(38.4421070201959, -122.70595184938232)",OUT WITH SUBJECT
SRP,06/22/2017 12:00:00 AM,0927,171730120,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,9,2017,1,4 Thu,,2017_06,"(38.46038980141903, -122.73285280888221)",OUT WITH SUBJECT
SRP,06/01/2017 12:00:00 AM,1036,171520166,170007177,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,10,2017,1,4 Thu,,2017_06,"(38.43972095592681, -122.71971925262682)",OUT WITH SUBJECT
SRP,02/12/2017 12:00:00 AM,1814,170430209,,CO,COUNTY / CITY ORDINANCE,2,PHONE,HRI,18,2017,1,0 Sun,,2017_02,"(38.44325540917547, -122.70585844591625)",COUNTY / CITY ORDINANCE
SRP,05/24/2017 12:00:00 AM,1633,171440235,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,16,2017,1,3 Wed,,2017_05,"(38.43932890077635, -122.71342037029635)",OUT WITH SUBJECT
SRP,07/10/2017 12:00:00 AM,1525,171910268,,1021,TELEPHONE,9,PHONE,HRI,15,2017,1,1 Mon,,2017_07,"(38.43932103414045, -122.72044143004011)",OTHER
SRP,07/11/2017 12:00:00 AM,1516,171920303,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,15,2017,1,2 Tue,,2017_07,"(38.44104825873837, -122.72132122901716)",COUNTY / CITY ORDINANCE
SRP,03/22/2017 12:00:00 AM,1431,170810216,,FD,FLAGGED DOWN BY CITIZEN,9,OFFICER,HRI,14,2017,1,3 Wed,,2017_03,"(38.43870389884352, -122.71368994743042)",OTHER
SRP,03/11/2017 12:00:00 AM,1032,170700114,,488JO,PETTY THEFT JUST OCCURRED,5,PHONE,HRI,10,2017,1,6 Sat,,2017_03,"(38.427929190601105, -122.74364875637251)",OTHER
SRP,05/14/2017 12:00:00 AM,1132,171340100,,415JO,DISTURBANCE JUST OCCURRED,9,PHONE,HRI,11,2017,1,0 Sun,,2017_05,"(38.441740173956575, -122.7200119218598)",OTHER
SRP,03/27/2017 12:00:00 AM,1822,170860275,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,18,2017,1,1 Mon,,2017_03,"(38.43403895477396, -122.71227834740591)",UNWANTED GUEST
SRP,12/26/2016 12:00:00 AM,0947,163610065,,SLEEPER,SUBJ SLEEPING,8,PHONE,HRI,9,2016,1,1 Mon,,2016_12,"(38.412440772325986, -122.71289731495575)",SUBJ SLEEPING
SRP,11/07/2016 12:00:00 AM,1627,163120224,,OWS,OUT WITH SUBJECT,6,OFFICER,HRI,16,2016,1,1 Mon,,2016_11,"(38.45873025999454, -122.67437450222232)",OUT WITH SUBJECT
SRP,02/18/2017 12:00:00 AM,1010,170490110,,415U,DISTURBANCE UNWANTED GUEST,9,PHONE,HRI,10,2017,1,6 Sat,,2017_02,"(38.432885133659994, -122.71502827163958)",DISTURBANCE UNWANTED GUEST
SRP,03/07/2017 12:00:00 AM,1532,170660267,170003115,537,DEFRAUD INNKEEPER,8,PHONE,HRI,15,2017,1,2 Tue,,2017_03,"(38.426017521183184, -122.7132386582236)",OTHER
SRP,07/25/2017 12:00:00 AM,1208,172060222,170009649,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,12,2017,1,2 Tue,,2017_07,"(38.43972095592681, -122.71971925262682)",COUNTY / CITY ORDINANCE
SRP,04/26/2017 12:00:00 AM,0114,171160014,170005465,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,1,2017,1,3 Wed,,2017_04,"(38.45997738520637, -122.73466461717243)",OUT WITH SUBJECT
SRP,12/07/2016 12:00:00 AM,1335,163420136,,CO,COUNTY / CITY ORDINANCE,6,PHONE,HRI,13,2016,1,3 Wed,,2016_12,"(38.4221664710598, -122.6555019544143)",COUNTY / CITY ORDINANCE
SRP,06/13/2017 12:00:00 AM,0235,171640029,,1154O,SUSPICIOUS VEH OCCUPIED,8,OFFICER,HRI,2,2017,1,2 Tue,,2017_06,"(38.412440772325986, -122.71289731495575)",SUSPICIOUS VEH OCCUPIED
SRP,07/07/2017 12:00:00 AM,1124,171880146,170008833,OWS,OUT WITH SUBJECT,5,OFFICER,HRI,11,2017,1,5 Fri,,2017_07,"(38.42964984716755, -122.74168033296691)",OUT WITH SUBJECT
SRP,05/14/2017 12:00:00 AM,1442,171340146,,CO,COUNTY / CITY ORDINANCE,2,PHONE,HRI,14,2017,1,0 Sun,,2017_05,"(38.45955932119612, -122.71905296867237)",COUNTY / CITY ORDINANCE
SRP,05/17/2017 12:00:00 AM,0951,171370106,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,9,2017,1,3 Wed,,2017_05,"(38.435213716743945, -122.7136969931988)",COUNTY / CITY ORDINANCE
SRP,11/22/2016 12:00:00 AM,1926,163270292,160015817,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,19,2016,1,2 Tue,,2016_11,"(38.45630258455228, -122.72695447150521)",OUT WITH SUBJECT
SRP,03/01/2017 12:00:00 AM,1628,170600248,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,16,2017,1,3 Wed,,2017_03,"(38.47721345662227, -122.73861805092965)",OUT WITH SUBJECT
SRP,05/24/2017 12:00:00 AM,2250,171440356,,CTW,CHECK THE WELFARE,5,PHONE,HRI,22,2017,1,3 Wed,,2017_05,"(38.438805034769956, -122.73823859818889)",CHECK THE WELFARE
SRP,11/15/2016 12:00:00 AM,1330,163200169,,1066,SUSPICIOUS PERSON,2,PHONE,HRI,13,2016,1,2 Tue,,2016_11,"(38.45879322954276, -122.7177216708034)",SUSPICIOUS PERSON
SRP,03/20/2017 12:00:00 AM,1238,170790207,,NOTIFY,NOTIFICATION,9,PHONE,HRI,12,2017,1,1 Mon,,2017_03,"(38.44167639532923, -122.71347173429217)",OTHER
SRP,08/14/2017 12:00:00 AM,1631,172260224,,CO,COUNTY / CITY ORDINANCE,8,PHONE,HRI,16,2017,1,1 Mon,,2017_08,"(38.417648903113815, -122.69822364932729)",COUNTY / CITY ORDINANCE
SRP,05/09/2017 12:00:00 AM,2015,171290366,,1066,SUSPICIOUS PERSON,7,PHONE,HRI,20,2017,1,2 Tue,,2017_05,"(38.42673753171553, -122.74064128813578)",SUSPICIOUS PERSON
SRP,08/07/2017 12:00:00 AM,1545,172190275,170010363,CO,COUNTY / CITY ORDINANCE,6,PHONE,HRI,15,2017,1,1 Mon,,2017_08,"(38.425788541097695, -122.66841581146122)",COUNTY / CITY ORDINANCE
SRP,07/09/2017 12:00:00 AM,0051,171900016,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,0,2017,1,0 Sun,,2017_07,"(38.442412174555656, -122.70679282697022)",UNWANTED GUEST
SRP,03/13/2017 12:00:00 AM,0827,170720054,,SLEEPER,SUBJ SLEEPING,2,PHONE,HRI,8,2017,1,1 Mon,,2017_03,"(38.4641176480682, -122.72433072689648)",SUBJ SLEEPING
SRP,11/28/2016 12:00:00 AM,0951,163330081,,415U,DISTURBANCE UNWANTED GUEST,9,PHONE,HRI,9,2016,1,1 Mon,,2016_11,"(38.438861593584654, -122.7117189132997)",DISTURBANCE UNWANTED GUEST
SRP,04/13/2017 12:00:00 AM,1624,171030332,,647F,DRUNK IN PUBLIC,2,PHONE,HRI,16,2017,1,4 Thu,,2017_04,"(38.463474820670896, -122.71732863652257)",OTHER
SRP,06/09/2017 12:00:00 AM,1607,171600282,,FPROP,FOUND PROPERTY,9,PHONE,HRI,16,2017,1,5 Fri,,2017_06,"(38.43824303415852, -122.71361551940826)",OTHER
SRP,06/26/2017 12:00:00 AM,0838,171770103,,SLEEPER,SUBJ SLEEPING,1,PHONE,HRI,8,2017,1,1 Mon,,2017_06,"(38.464509348325194, -122.72885412268909)",SUBJ SLEEPING
SRP,08/01/2017 12:00:00 AM,0903,172130095,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,9,2017,1,2 Tue,,2017_08,"(38.4419459214035, -122.71073011104824)",OUT WITH SUBJECT
SRP,01/24/2017 12:00:00 AM,2110,170240468,,CO,COUNTY / CITY ORDINANCE,5,PHONE,HRI,21,2017,1,2 Tue,,2017_01,"(38.427493653269224, -122.7417731584659)",COUNTY / CITY ORDINANCE
SRP,03/01/2017 12:00:00 AM,2311,170600370,,UNWANTED,UNWANTED GUEST,2,PHONE,HRI,23,2017,1,3 Wed,,2017_03,"(38.46069549009659, -122.72531232836556)",UNWANTED GUEST
SRP,12/22/2016 12:00:00 AM,0623,163570043,,CO,COUNTY / CITY ORDINANCE,2,PHONE,HRI,6,2016,1,4 Thu,,2016_12,"(38.45879931371952, -122.71718391486912)",COUNTY / CITY ORDINANCE
SRP,01/13/2017 12:00:00 AM,1304,170130180,,AASR,AGENCY ASSIST - BY SANTA ROSA PD,9,PHONE,HRI,13,2017,1,5 Fri,,2017_01,"(38.440726791375035, -122.71958972371435)",OTHER
SRP,03/10/2017 12:00:00 AM,1245,170690177,170003275,FIGHT,FIGHT,1,PHONE,HRI,12,2017,1,5 Fri,,2017_03,"(38.457864853783924, -122.7282939377317)",OTHER
SRP,02/03/2017 12:00:00 AM,0658,170340044,,MD,MAN DOWN,2,PHONE,HRI,6,2017,1,5 Fri,,2017_02,"(38.46470825271676, -122.7203411698185)",MAN DOWN
SRP,04/29/2017 12:00:00 AM,2122,171190316,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,21,2017,1,6 Sat,,2017_04,"(38.461007226313, -122.71716067445551)",OUT WITH SUBJECT
SRP,02/16/2017 12:00:00 AM,1652,170470285,170002203,MD,MAN DOWN,2,PHONE,HRI,16,2017,1,4 Thu,,2017_02,"(38.4596603970222, -122.71825423515675)",MAN DOWN
SRP,03/02/2017 12:00:00 AM,1226,170610173,,MD,MAN DOWN,9,PHONE,HRI,12,2017,1,4 Thu,,2017_03,"(38.440374769626125, -122.71614014966052)",MAN DOWN
SRP,07/26/2017 12:00:00 AM,1945,172070377,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,19,2017,1,3 Wed,,2017_07,"(38.44304691761511, -122.71609011056474)",SUSPICIOUS PERSON
